User_ID,Age,Gender,Country,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk
U05101,22,Female,Australia,Student,5.4,8.42,1.71,0.52,Lifestyle,5.07,6.51,1.2,5.82,4.71,5.29,3.39,4.35,6.3,4.17,7.39,2.5,High
U05102,23,Female,USA,Student,3.41,5.25,3.45,0.74,Educational,3.52,5.27,0,3.42,5.27,4.01,3.6,3.22,5.92,4.59,4.68,3.26,High
U05103,26,Female,Canada,Student,4.59,7.81,2.13,0,Educational,1.48,6.17,1.07,5.18,4.94,3.37,3.3,4.49,6.58,5.66,6.22,3.58,High
U05104,24,Male,UK,Student,4.1,7.91,5.63,3.31,Educational,3.2,6.72,0.76,7.53,5.28,5.49,4.31,4.93,7.3,3.58,6.36,3.09,High
U05105,26,Male,Canada,Both,6.17,9.44,3.65,1.94,News,2.78,7.82,1.59,4.52,7.19,5.5,4.11,6.52,7.8,5.75,5.02,4.13,Medium
U05106,21,Male,India,Working,5.34,6.9,4.92,0.96,Educational,4.18,7.19,2.17,6.93,6.94,6.34,4,4.33,6.11,6.5,7.04,3.31,High
U05107,19,Male,UK,Student,4.54,7.77,4.96,0.4,Gaming,2.42,5.06,0.68,10.58,5.64,6.71,3.69,5.12,5.12,5.38,7.39,2.38,High
U05108,25,Female,Pakistan,Student,7.44,10.96,2.59,0,Gaming,2.57,4.65,3.06,3.74,5.25,6.06,5.77,8.25,5.45,3.64,8.29,2.57,High
U05109,21,Female,USA,Both,2.94,5.54,4.33,0,News,0.33,5.51,1.39,5.54,5.49,6.64,2.34,3.73,4.61,3.46,5.43,1.46,High
U05110,26,Male,Pakistan,Working,3.72,3.72,3.12,3.98,Gaming,3.3,5.79,0,6.93,5.55,7.8,4.08,3.87,4.91,3.06,5.27,1.84,High
U05111,21,Male,UK,Student,4.98,7.49,4.43,0,News,1.67,5.46,1.7,6.67,6.72,5.27,5.22,5.02,4.06,2.64,6.71,1.97,High
U05112,25,Male,USA,Working,5.27,7,1.32,0.88,News,2.76,3.01,0,6.98,4.18,5.66,5.79,5.62,3.43,3.23,6.05,2.2,High
U05113,26,Male,USA,Student,2.68,5.58,3.42,2.9,News,2.58,5.42,2.32,5.71,3.91,5.29,5.4,4.08,6.06,5.38,4.58,3.97,High
U05114,26,Female,Pakistan,Student,3.95,5.7,3.45,0,Gaming,0.95,6.61,0.12,7.21,5.24,5.24,6.57,4.89,8.48,3.4,5.76,4.32,Medium
U05115,21,Female,USA,Student,4.03,5.74,4.67,1.86,Lifestyle,2.2,7.96,0.23,5.19,6.29,5.6,3.64,5.78,9.14,6.39,4.62,4.69,Medium
U05116,18,Female,UK,Both,7.5,11.27,1.66,0.63,Gaming,2.07,8.06,2.25,4.92,5.63,4,6.28,6.27,9.15,5.66,7.55,5.11,Medium
U05117,20,Male,India,Working,4.99,8.16,2.69,0.59,News,3.49,7.64,1.49,5.63,4.56,4.45,5.98,5.8,8.69,5.69,4.62,5.28,Medium
U05118,26,Non-binary,India,Student,5.62,9.11,3.29,1.56,Entertainment,1.8,6.73,1.65,8.77,5.04,4.92,4.47,5.66,6.96,4.5,7.39,3.26,High
U05119,21,Male,UK,Working,3.42,5.85,3.51,0,Gaming,3.89,8.71,1.15,5.49,4.56,4.21,5.32,4.56,8.58,5.36,4.97,4.89,Medium
U05120,22,Female,Pakistan,Student,2.87,5.39,5.27,0.79,Entertainment,3.8,6.27,1.26,9.15,5.95,4.07,5.48,3.79,6.56,4.59,2.8,4.4,Medium
U05121,24,Female,Canada,Student,3.36,5.73,3.35,1.42,Gaming,2.25,7.2,2.76,3,2.8,3.58,6.8,4.04,7.19,4.72,6.82,4.5,Medium
U05122,22,Female,UK,Student,4.82,7.31,3.58,0,News,2.75,6.24,0.71,8.31,6.27,5.76,4.47,5.41,6.69,6.8,6.08,4.02,Medium
U05123,21,Male,India,Working,6.21,8.75,4.1,3.85,Gaming,3.33,6.46,1.24,8.4,5.36,4.54,5.57,4.07,6.24,3.8,5.68,3.5,High
U05124,19,Male,UK,Student,1.87,3.87,3.24,3.54,Educational,2.25,7.41,0.43,5.82,2.64,3.38,4.23,4.08,7.04,5.66,4.86,4.27,Medium
U05125,19,Female,USA,Student,6.97,9.26,2.19,0,Educational,3.56,5.45,0.9,9.96,5.5,5.68,7.02,5.33,5.1,5.41,6.98,3.73,High
U05126,21,Male,USA,Student,5.33,8.52,2.09,0.39,News,4.34,7.43,0.83,5.98,4.77,3.65,5.72,4.1,8.02,5.36,6.6,4.66,Medium
U05127,26,Male,UK,Working,5.5,7.5,3.95,3.58,Lifestyle,4.78,5.68,1.51,7.29,3.96,5.45,3.64,3.91,5.81,5.29,6.45,2.93,High
U05128,25,Female,Pakistan,Student,5.4,8.73,2.8,1.96,Entertainment,4.59,6.78,0.86,3.98,4.78,4.05,5.52,5.77,6.27,7.88,3.88,5.24,Medium
U05129,20,Female,Canada,Student,3.39,4.82,1.71,1.81,Gaming,3.22,7,0.99,6.48,5.62,2.85,5.91,4.02,7.44,5.54,4.7,5.04,Medium
U05130,26,Female,USA,Student,3.81,7.11,1.79,2.84,News,2.05,7.33,0.61,4.3,3.78,3.08,5.65,5,7.62,5.9,6.14,4.85,Medium
U05131,22,Male,India,Student,5.02,7.95,3.08,2.28,Entertainment,4.88,6.34,0.26,1.41,5.36,5.98,4.82,7.8,6.23,4.53,7.33,2.97,High
U05132,20,Female,USA,Working,3.63,6.95,3.68,1.55,Gaming,2.91,4.9,0.85,8.47,7.06,6.87,2.39,3.02,5.3,5.34,6.48,2.12,High
U05133,22,Male,India,Both,4.35,7.67,4,0.45,Gaming,3.55,8.03,0.62,6.6,6.23,4.65,4.45,5.31,8.59,7.65,5.31,5.24,Medium
U05134,21,Female,Canada,Student,3,4.98,3.29,1.48,Lifestyle,0,6.7,1.45,8.44,6.27,5.85,4.75,4.14,7.63,2.38,6.52,2.86,High
U05135,25,Male,USA,Working,5.16,8.22,1.34,3.75,Entertainment,5.64,5.01,0.47,6.15,5.01,3.78,7.47,6.51,5.81,5.56,4.35,4.93,Medium
U05136,22,Female,Pakistan,Student,3.79,5.66,2.22,3.62,Gaming,5.45,9.73,2.53,2.64,3.66,1.68,4.92,2.83,10,7.29,3.22,6.59,Medium
U05137,25,Female,India,Student,3.39,5.98,0.71,1,Lifestyle,1.27,7.59,0.48,6.82,4.03,5.3,4.52,2.09,7.72,6.21,7.22,4.06,Medium
U05138,26,Male,USA,Student,2.76,6.7,4.81,0,Educational,2.48,8.13,1.53,6.68,5.84,4.32,6.31,3.26,6.17,7.3,5.03,5.03,Medium
U05139,21,Male,USA,Working,3,5.02,0.56,1.15,Lifestyle,2.2,6.3,1.46,4.97,3.27,4.36,6.44,3.63,6.63,4.7,4.78,4.4,Medium
U05140,24,Male,UK,Working,2.02,4.96,3.4,0,Entertainment,0.74,8.49,1.36,5.54,4.25,2.88,6.97,2.27,8.82,6,4.22,6.08,Medium
U05141,19,Male,Pakistan,Working,4.63,6.82,4.02,2.32,Lifestyle,1.76,5.09,0.93,6.96,6.12,6.96,3.06,4.2,5.03,4.05,6.58,1.79,High
U05142,23,Female,Pakistan,Student,3.1,6.41,3.89,0.72,Educational,6.27,6.79,3.44,5.39,4.27,5.65,4.31,4.12,6.36,4.88,6.14,3.22,High
U05143,25,Male,UK,Working,3.94,7.86,5.34,0.03,Educational,3.53,7.08,2.46,6.52,5.53,4.87,4.39,4.86,6.36,7.02,6.33,4.05,Medium
U05144,24,Female,India,Working,5.82,8.35,1.99,0,Entertainment,5.07,5.36,2.8,6.18,5.32,3.71,5.31,5.13,5.53,5.33,6.2,3.74,High
U05145,24,Female,Australia,Student,3.82,7.04,2.44,0.66,News,2.94,5.95,2.26,5.77,3.26,4.1,5.96,4.37,6.75,7.33,5.46,5.09,Medium
U05146,25,Male,Canada,Both,3.76,6.54,0.66,0,Lifestyle,0,6.41,1.95,5.28,3.1,5.23,6.18,3.79,6.75,2.85,7.87,3.08,High
U05147,24,Female,Pakistan,Student,3.92,5.95,3.17,2.29,Entertainment,2.6,4.63,1.17,2.56,5.21,4.45,4.76,5.1,4.69,4.84,5.33,3.13,High
U05148,22,Male,Australia,Working,4.44,7.79,1.95,0,Gaming,2.88,6.95,0.9,4.12,6.33,3.63,3.69,3.75,7.24,5.03,5.01,3.88,High
U05149,24,Male,India,Student,3.3,6.78,3.92,2.27,Lifestyle,2.41,5.87,2.9,5.44,4.38,5.29,6.15,3.42,5.52,4.03,6.29,3.31,High
U05150,20,Male,Canada,Working,5.28,7.29,2.13,2.65,Educational,0.38,6.41,2.04,2.71,4.58,3.95,4.78,6.3,5.36,3.63,6.44,2.86,High
U05151,22,Female,Pakistan,Working,4.2,8.06,3.4,2.49,Lifestyle,4.3,7.59,1.75,4.04,4.91,1.7,6.3,3.28,7.7,7.84,3.03,6.49,Medium
U05152,24,Male,USA,Student,3.19,7.46,5.03,0.13,Entertainment,1.55,7.32,0.34,7.1,8.1,5.31,5.49,3.92,7.24,7.27,6.28,4.74,Medium
U05153,26,Female,Pakistan,Both,3.49,5.59,2.08,1.16,News,2.37,5.49,1.78,4.73,4.98,7.42,1.78,4.59,4.64,2.89,6.25,1,High
U05154,19,Male,Canada,Student,5.71,10.09,4.62,1.09,News,4.13,6.08,1.96,7.29,5.94,5.85,4.17,7.02,5.74,5.09,6.81,2.89,High
U05155,21,Non-binary,Australia,Student,3.01,6.02,0.84,0,Gaming,1.61,5.92,1.91,7.69,4.03,5.73,5.56,3.43,5.76,4.4,6.24,3.25,High
U05156,24,Female,USA,Working,4.63,7.56,3.5,0,Entertainment,3,5.79,0.5,2.51,4.8,3.94,4.96,3.05,5.22,4.82,6.25,3.3,High
U05157,18,Male,Canada,Student,4.72,9.38,3.5,2.39,Lifestyle,3.58,6.06,0,10,4.87,5.14,5.03,4.7,7.22,4.89,8.35,3.46,High
U05158,19,Female,India,Student,2.39,6.23,2.61,0,Educational,6,5.97,1.36,5.5,5.05,4.75,4.49,3.55,4.93,5.16,5.55,3.14,High
U05159,26,Female,Canada,Working,1.83,4.21,3.88,3.67,Lifestyle,2.71,5.62,0.26,3.19,6.26,4.96,3.7,3.32,5.7,4.05,4.7,2.87,High
U05160,24,Male,Pakistan,Working,3.52,6.01,3.36,2.17,Lifestyle,4.16,4.83,1.6,7.94,5.12,5.03,2.82,4.01,6.44,4.37,5.17,2.84,High
U05161,24,Male,India,Both,5.21,8.53,3.43,0,Educational,2.42,6.72,0.43,6.12,8.06,6.82,4.16,4.05,6.99,4.59,5.94,3.12,High
U05162,23,Male,UK,Working,1.79,5.11,2.27,2.92,Gaming,5.36,5.75,0.11,1.16,4.13,6.67,6.2,1,5.56,7.43,5.3,4.4,Medium
U05163,20,Female,UK,Working,2.69,5.65,2.55,1.39,News,0.34,5.43,0.84,4.49,4.56,6.06,4.99,1.32,5.57,2.42,7.53,2.06,High
U05164,20,Female,USA,Both,5.01,7.31,4.15,3.35,News,0.84,5.51,1.23,4.74,5.41,4.03,5.28,3.72,4.64,2.59,6.6,2.4,High
U05165,19,Male,Canada,Student,2.4,4.85,1.84,1.65,Lifestyle,3.2,6.57,2.65,8.09,3.36,3.48,7.64,3.11,5.6,5.71,6.02,4.73,Medium
U05166,23,Male,Australia,Student,5.53,8.51,2.33,2.59,Entertainment,2.16,4.86,1.22,4.98,4.98,3.82,5.85,4.53,5.98,5.19,6.87,3.89,High
U05167,21,Female,USA,Working,7.98,9.39,1.27,2.38,News,3.97,8.58,1.23,4.96,5.86,2.63,5.36,8.29,8.69,6.22,3.8,5.68,Medium
U05168,22,Female,India,Student,2.78,6.27,2.91,1.04,Gaming,4.19,7.11,2.67,6.86,3.82,4.25,5.16,4.91,7.04,7.04,6.03,4.7,Medium
U05169,20,Female,USA,Student,6.21,9.47,5.46,1.09,Gaming,0.27,5.93,1.54,5.35,7.99,5.13,4.75,4.62,5.17,5.26,8.03,2.87,High
U05170,23,Non-binary,Pakistan,Working,4.49,6.56,3.58,2.14,Educational,4.59,4.94,1.28,5.33,6.52,6.89,4.92,3.75,4.22,3.58,5.71,2.14,High
U05171,20,Male,India,Both,2.81,6.3,1.51,2.06,Entertainment,3.42,7.48,2.56,8.53,5.31,4.78,5.5,3.25,8,5.23,5.14,4.59,Medium
U05172,25,Male,Australia,Student,6.39,7.67,4.7,3.36,News,5.86,5.88,1.79,6.53,6.92,5.6,3.77,3.99,6.13,5.35,7.02,2.98,High
U05173,26,Male,Canada,Student,4.61,7.98,1.75,2.7,Entertainment,2.25,4.91,1.97,4.61,4.18,4.02,4.55,6.03,4.64,3.92,6.19,2.67,High
U05174,21,Female,India,Student,5.79,9.68,4.09,2.17,News,4.12,5.57,2.08,8.9,5.85,6.62,4.31,5.53,6.23,5.77,8.55,2.91,High
U05175,26,Male,Canada,Student,7.52,10.91,2.92,0,Educational,3.91,5.47,1.08,9.36,6.93,5.43,5.32,6.16,5.11,7.14,6.5,3.87,High
U05176,24,Male,Canada,Student,3.84,7.44,3.58,2.82,Entertainment,5.23,6.81,2.1,7.35,5.31,5.35,5.02,4.39,7.6,4.8,4.91,4.1,Medium
U05177,20,Female,USA,Working,4.83,8.5,4.35,1.75,Entertainment,0,5.94,2.21,7.41,4.55,3.51,6.77,6.21,7.36,4.37,6.74,4.46,Medium
U05178,24,Male,Pakistan,Student,2.33,5.72,1.2,0.8,News,0.63,7.39,1.61,7.67,4.2,3.68,4.21,2.03,7.21,4.45,6.53,3.59,High
U05179,18,Male,USA,Student,3.3,6.25,2.6,1.37,Lifestyle,4.56,6.14,2.49,5.75,4.68,7.17,3.95,3.66,4.54,4.01,5.88,1.99,High
U05180,20,Female,UK,Working,3.88,6.56,4.02,0,News,5.14,6.72,1.58,8.6,3.93,3.28,5.93,4.96,6.7,6.25,2.95,5.25,Medium
U05181,23,Male,UK,Working,4.32,8.46,2.76,3.75,Entertainment,4.04,5.1,2.96,5.35,5.54,4.8,5,4.52,6.07,6.45,6.16,4.01,Medium
U05182,21,Male,Canada,Student,0.81,4.41,2.3,2.04,Educational,1.12,6.29,0.93,5.43,4.18,2.66,4.64,1.66,6.56,4.45,2.56,4.35,Medium
U05183,24,Female,Pakistan,Student,6.32,10.51,2.84,4.19,Educational,2.53,6.13,1.33,3.44,5.19,5.68,3.8,4.47,7.48,5.01,6.32,3.43,High
U05184,20,Male,India,Student,4.95,8.94,2.34,5.3,Lifestyle,4.55,6.48,0.82,3.86,3.32,6.14,4.8,4.8,7.02,5,7.77,3.29,High
U05185,18,Male,Canada,Both,4.78,6.6,2.52,0,Lifestyle,2.57,5.94,2.27,4.98,6.13,4.51,4.05,5.83,5.25,4.44,4.26,3.12,High
U05186,26,Non-binary,India,Student,7.07,9.41,4.69,0.46,Entertainment,2.79,5.63,0.5,5.16,5.41,4.57,7.13,6.63,6.3,2.86,6.03,3.66,High
U05187,23,Male,Canada,Both,6.43,7.59,2.53,1.11,Lifestyle,5.14,5.86,1.86,5.45,7.66,7.15,4.14,6.7,6.67,5.34,6.64,3.08,High
U05188,25,Female,USA,Working,3.77,5.22,4.64,1.6,Educational,3.88,5.11,1.99,10.05,6.47,6.39,5.43,5.8,5.98,3.78,6.14,2.98,High
U05189,20,Male,Canada,Student,3.15,4.34,4.28,0.09,Entertainment,3.14,6.84,2.7,5.4,6.7,6.08,3.55,2.93,7.89,4.95,5.05,3.61,High
U05190,25,Female,Canada,Student,4.93,5.68,3.59,3.2,Lifestyle,3.58,6.13,1.67,6.36,5.56,4.18,4.24,5.13,6.22,3.99,4.45,3.38,High
U05191,19,Male,Pakistan,Working,6.33,9.09,2.32,3.57,Educational,4.08,4.16,1.49,2.48,5.53,5.12,6.78,5.01,3.46,3.03,8.35,2.18,High
U05192,21,Male,Pakistan,Student,3.78,7.95,3.3,0,Lifestyle,2.87,6.75,2.67,4.45,4.77,4.16,4.75,4.21,7.65,3.47,7.23,3.39,High
U05193,20,Male,India,Student,5.33,8.69,3.1,2.65,Educational,3.84,5.28,1.37,3.64,5.56,5.16,4.29,6.05,6.37,5.47,5.89,3.53,High
U05194,18,Female,Pakistan,Student,6.56,10.26,2.33,0,Entertainment,1.7,5.53,1.21,8.27,4.31,6.52,1.96,5.23,5.66,4.85,7.9,1.76,High
U05195,24,Female,Canada,Student,5.48,8.54,3.14,2.02,Educational,4.27,10,0,6.66,2.9,1.69,4.93,5.45,10,8.68,5.59,6.66,Medium
U05196,19,Male,Pakistan,Student,1.61,4.75,2.43,0.19,Gaming,2.39,7.16,1.83,4.69,4.19,4.69,5.01,1.49,6.8,3.79,4.35,3.69,High
U05197,21,Non-binary,Pakistan,Both,2.21,5.98,5.23,2.97,News,1.78,5.83,1.78,8.28,3.84,3.57,5.35,2.47,5.19,4.67,2.28,4.1,Medium
U05198,26,Male,Australia,Student,6.97,9.81,1.66,3.1,Educational,4.8,6.55,1.87,7.24,5.26,5.65,3.79,7.12,6.56,5.31,8.05,2.94,High
U05199,23,Female,Australia,Working,4.16,7.29,3.84,1.64,Gaming,3.53,6.13,2.75,8.76,4.92,6.46,4.52,4.79,6.46,4.61,6.16,3.09,High
U05200,25,Male,UK,Student,4.5,7.09,3.04,3.82,Lifestyle,3.37,10,1.44,6.56,5.02,4.26,6.18,3.06,10,7.38,6.63,6.04,Medium
U05201,19,Female,USA,Student,4.85,6.63,3.9,0.94,News,3.68,6.86,0.96,9.9,5.07,6.2,5.07,5.18,6.3,5.69,5.13,3.8,High
U05202,24,Female,USA,Student,6.15,9.02,4.01,2.27,Educational,0.65,7.14,2.51,2.63,6.89,4.62,5.06,5.1,5.69,5.62,7.07,3.51,High
U05203,23,Female,Pakistan,Both,2.83,4.65,4.37,2.21,Educational,4.11,4.64,1.64,6.5,4.47,4.5,4.18,2.04,3.79,3.71,4.05,2.47,High
U05204,26,Male,UK,Student,3.38,7.26,2.54,1.32,Entertainment,2.79,6.36,0.83,6.71,5.94,3.48,5.8,3.04,6.44,6.37,4.34,4.9,Medium
U05205,24,Male,UK,Working,2.49,5.98,1.22,2.52,Educational,5.36,5.3,1.4,4.11,4.17,5.08,5.44,2.84,5,4.73,4.04,3.54,High
U05206,18,Female,India,Student,0.9,5.39,6.17,2.72,News,6.72,7.71,1.04,6.81,4.4,2.91,6.49,3.39,7.55,7.29,2,6.29,Medium
U05207,25,Male,Australia,Working,4.62,6.83,2.64,0.58,Lifestyle,3.51,8.12,1.06,4.46,4.43,2.97,5.94,4.79,8.7,7.32,3.93,6.17,Medium
U05208,20,Male,UK,Student,2.7,4.33,1.22,2,Entertainment,3.67,5.26,3.43,3.49,2.51,3.21,5.47,2.79,5.47,3.24,3.32,3.64,High
U05209,19,Male,Canada,Student,5.44,6.92,3.39,1.39,News,3.28,5.14,1.98,9.24,4.06,6.06,3.44,3.59,5.26,4.08,7.56,1.99,High
U05210,20,Male,India,Working,3.09,7.66,2.84,1.74,Educational,0.25,5.25,0.11,6.01,4.21,5.82,5.14,6.09,5.23,3.43,6.41,2.56,High
U05211,23,Male,Pakistan,Student,1.98,4.58,3.96,3.86,News,0.73,8.83,2.07,4.64,5.43,4.43,6.55,2.74,8.13,5.74,4.66,5.29,Medium
U05212,20,Female,Canada,Student,5.58,7.08,2.94,0,News,1.12,5.68,0.95,5.08,7.14,4.35,4.15,5.85,4.63,3.89,6.22,2.46,High
U05213,22,Female,USA,Student,4.78,8.25,4.57,3.34,Lifestyle,3.98,6.13,2.59,2.83,6.1,5.79,5.32,3.11,5.79,4.21,4.92,3.32,High
U05214,23,Female,Australia,Working,3.75,6.42,2.7,0.85,Educational,5.28,7.18,2.31,9.67,4.62,6.34,3.49,3.1,8.02,4.94,3.42,3.86,High
U05215,25,Male,Canada,Student,3.84,5.89,1.5,0.87,Gaming,3.73,3.98,0.25,3.47,3.68,5.12,6.65,3.55,5.05,6.07,5.04,4.23,Medium
U05216,24,Female,Pakistan,Student,4.9,9.39,3.76,0.89,Entertainment,1.17,7.45,0.89,5.68,2.95,2.44,6.11,4.91,7.81,6.65,6.04,5.44,Medium
U05217,25,Female,Canada,Working,6.55,9.41,1.61,1.37,Lifestyle,0,6.94,1.21,6.42,4.2,2.26,7.44,5.22,6.57,5.85,6.53,5.15,Medium
U05218,20,Female,Canada,Student,4.6,8.17,3.16,1.62,Entertainment,2.29,5.08,2.98,5.88,5.12,4.85,4.11,6.19,3.58,4.18,7.5,1.9,High
U05219,21,Male,UK,Student,4.7,8.14,4.33,0.46,Educational,2.37,5.69,2.26,3.13,6.31,4.93,5.49,5.95,4.64,3.9,7.31,2.64,High
U05220,23,Non-binary,Australia,Working,3.31,9.03,2.24,0,Entertainment,4.16,5.65,1.88,9.52,5.35,5.5,3.79,4.35,5.72,5.94,6.41,3.16,High
U05221,24,Female,USA,Both,3.65,6.44,3.75,2.14,News,4.63,7.15,2.7,2.91,4.62,4.22,5.73,3.77,7.09,6.78,4.71,5.05,Medium
U05222,26,Non-binary,Pakistan,Student,0.5,2.5,3.36,1.06,News,3.25,7.87,0.8,5.4,5.23,4.22,5.58,1.58,8.61,5.2,4.45,5.02,Medium
U05223,18,Male,India,Working,2.59,4.91,2.34,0,News,1.27,6.36,3.67,5.31,6.62,4.49,6.11,5.1,6.52,5.16,5.93,4.19,Medium
U05224,25,Male,India,Student,2.4,6.39,4.74,1.22,Gaming,3.09,7.47,0.63,7.99,7.09,5.26,5.33,2.38,7.98,5.18,6.65,4.18,Medium
U05225,25,Male,Pakistan,Student,2.36,5.61,3.75,1.34,News,0.06,5.57,0.97,5.14,6.71,6.46,4.27,3.12,6.54,2.83,6.95,2.31,High
U05226,23,Female,USA,Student,3.43,5.96,4.58,4.89,News,2.6,6.51,2.37,6.3,5.06,5.4,4.09,2.28,6.41,5.94,5.24,3.71,High
U05227,21,Male,Pakistan,Student,3.59,6.93,2.12,2.38,Educational,4.77,5.96,1.07,9.46,3.42,3.89,4.28,3.88,5.72,4.56,3.24,3.66,High
U05228,20,Female,UK,Student,2.4,6.73,3.18,2.98,News,2.78,6.33,2,5.51,3.5,4.8,4.18,4.72,7.17,6.75,5.57,4.31,Medium
U05229,20,Female,India,Working,5.89,10.55,4.31,1.77,Gaming,4.96,5.22,0,4.62,6.42,6.33,3.72,4.73,5.72,5.55,7.77,2.65,High
U05230,23,Female,India,Student,4.9,8.27,3.14,1.73,Gaming,2.4,4.4,0.94,8.15,7.4,7.25,3.04,7.36,4.17,2.36,9.34,1,High
U05231,25,Female,Canada,Student,4.31,8.44,5.11,1.99,Lifestyle,3.75,6.83,2.04,5.56,5.69,5.16,6.39,6.04,5.85,7.36,5.58,4.74,Medium
U05232,24,Female,UK,Student,4.97,6.55,2.35,0,Gaming,0.87,6.19,0.37,10.26,4.51,3.97,6.26,4.06,5.56,4.55,5.75,3.84,High
U05233,18,Female,India,Student,1.42,5.04,3.09,0.78,News,3.62,5.98,0,3.71,6.2,5.86,2.11,1.57,6.21,5.34,4.79,2.78,High
U05234,23,Male,UK,Student,1.38,4.2,4.1,0.55,Entertainment,2.9,6.31,1.78,1,5.36,5.37,5.08,2.03,6.73,4.29,5.08,3.62,High
U05235,24,Female,UK,Student,5.83,7.68,3.56,0.51,Lifestyle,2.37,7.65,3.4,5.43,6.09,4.72,5.46,5.11,6.57,5.96,6.3,4.16,Medium
U05236,24,Female,USA,Student,7.57,9.64,3.42,0,Gaming,4.82,3.87,0.89,7.43,5.96,8.4,4.18,5.38,4.55,3.93,8.9,1.34,High
U05237,26,Male,India,Working,4.08,6.27,3.49,0.51,Lifestyle,3.74,9.71,1.19,6.15,5.92,3.07,5.68,6.33,9.34,6.81,5.65,5.82,Medium
U05238,22,Non-binary,Australia,Student,7.38,10.67,0.74,3.07,Educational,2.41,5.39,2.01,6.05,4.26,5.08,6.14,6.81,4.36,6.14,7.54,3.44,High
U05239,18,Male,USA,Working,4,5.89,2.81,0,News,4.95,5.86,1.27,8.46,4.65,5.05,5.36,4.54,5.12,5.69,4.74,3.76,High
U05240,19,Male,USA,Both,2.94,6.65,3.37,2.39,News,6.16,8,2.47,3.9,5.07,3.32,6.12,4.25,8.59,7.74,4.1,6.25,Medium
U05241,21,Male,UK,Student,5.47,9.43,3.5,4.81,Lifestyle,1.32,8.13,2.28,5.08,6.97,4.88,5.26,4.02,9.59,4.64,7.86,4.38,Medium
U05242,22,Male,Australia,Student,0.77,3.65,1.96,4.74,Gaming,2.51,4.4,0,7.06,4.39,4.43,4.87,2.03,5.42,3.96,5.37,3.11,High
U05243,26,Female,USA,Student,3.12,5.91,3.36,1.41,Entertainment,3.29,5.43,0.14,5.92,6.91,5.85,5.13,4.54,5.96,4.19,3.68,3.51,High
U05244,18,Non-binary,Australia,Student,2.76,5.91,3.57,1.79,Gaming,7,6.75,0.57,7.92,4.56,2.38,8.35,2.78,7.8,6.22,1,6.89,Medium
U05245,20,Female,India,Working,2.2,4.71,3.32,3.89,Lifestyle,1.9,5.18,1.3,5.83,5.07,6.02,3.43,3.98,4.86,2.73,5.27,1.79,High
U05246,22,Non-binary,UK,Student,3.25,7.71,3.02,0.24,Gaming,2.75,7.04,2.36,9.34,2.86,3.27,4.8,4.54,7.79,5.21,4.14,4.7,Medium
U05247,20,Male,USA,Student,4.44,5.35,1.97,3.86,Lifestyle,4.89,6.32,1.28,5.8,5.3,5.27,4.99,5.32,5.95,6.03,5.46,3.87,High
U05248,21,Male,Australia,Student,5.97,8.58,2.15,1.44,News,5.16,4.25,0.35,8.15,2.53,5.77,6.84,6,3.07,6.07,5.4,3.47,High
U05249,20,Female,Pakistan,Student,5.56,7,3.4,4.04,News,1.4,7.91,1.61,5.2,6.65,3.72,5.78,5.4,8.82,4.14,5.38,4.73,Medium
U05250,21,Female,USA,Student,1.61,5.19,0.52,0.31,News,3.26,7.41,0,7.28,4.61,3.53,8.44,2.96,6.77,7.78,5.11,6.22,Medium
U05251,18,Male,USA,Student,7.43,10.65,4.36,2.48,Lifestyle,2.57,6.7,1.34,5.7,5.75,3.95,4.37,7,6.33,5.26,5.7,3.71,High
U05252,25,Non-binary,USA,Student,5.87,9.62,2.53,3.36,News,0.16,8.67,2.97,5.39,3.98,5.12,5.54,6.57,9.08,5.29,7.53,4.52,Medium
U05253,21,Female,Australia,Student,4.06,7.22,3.49,1.62,Educational,1.7,7.11,0.39,7.98,4.33,4.44,5.07,2.94,6.78,4.84,6.25,3.78,High
U05254,24,Non-binary,Canada,Student,6.02,9.41,4.43,0,Entertainment,4.1,5.36,1.63,6.64,4.65,3.89,6.25,6.64,5.9,4.85,6.47,3.94,High
U05255,19,Male,India,Working,2.62,4.74,1.56,2.94,Lifestyle,2.08,4.85,1.15,5.28,3.78,5.65,4.34,2.23,3.52,6.32,5.38,2.89,High
U05256,19,Female,USA,Student,5.27,8.41,3.52,2.52,News,4.53,3.7,0,5.61,5.34,6.22,2.51,5.76,4.19,3.97,6.42,1.45,High
U05257,23,Female,Pakistan,Student,1.1,3.32,2.72,0.4,Educational,3.73,5.23,0.38,7.47,4,6.66,5.43,3.05,5.7,5.45,6.02,3.41,High
U05258,19,Female,Pakistan,Student,3.54,7.15,0.97,2,Gaming,3.28,6.83,1.04,5.77,5.3,5.73,5.15,4.27,5.96,7.83,4.03,4.69,Medium
U05259,23,Male,UK,Working,6.05,8.1,4.85,1.52,Entertainment,2.47,6.26,2.26,2.31,6.43,4.25,5.67,4.56,6.57,4.88,7.58,3.73,High
