Record_ID,User_ID,App_Name,Feature_Used,Keyword,Content_Category,Type,Usage_Duration_Minutes,Distraction_Score,Location,Date,Time_of_Day
4882,U0383,Telegram,Story,Job search,Business,Productive,42.4,2,Commute,2025-05-25,Night
4883,U0224,Coursera,Notification,Email,Communication,Productive,17.5,1,Hostel,2025-08-21,Afternoon
4884,U0424,WhatsApp,Notification,Dance videos,Entertainment,Distractive,56,4,College,2025-06-03,Afternoon
4885,U0343,Zoom,Search,Trending hashtags,Social Media,Distractive,31.5,5,Hostel,2025-03-06,Late Night
4886,U0497,Udemy,Notification,Discount coupons,Commerce,Distractive,8.5,2,Library,2025-09-17,Evening
4887,U0317,Coursera,Watch,Sports news,Sports,Distractive,69.9,2,Outdoors,2025-12-11,Evening
4888,U0027,Instagram,Story,Conference call,Communication,Productive,42.2,2,Office,2025-12-09,Evening
4889,U0012,Telegram,Story,Follower count check,Social Media,Distractive,7.9,5,Home,2025-07-25,Late Night
4890,U0123,Flipkart,Course Page,Shopping,Commerce,Distractive,20.4,2,Outdoors,2025-03-21,Evening
4891,U0401,Amazon,Notification,Language learning,Education,Productive,17.1,1,Cafe,2025-04-27,Late Night
4892,U0085,Instagram,Story,Music video,Entertainment,Distractive,23.6,4,Home,2025-02-01,Late Night
4893,U0451,Flipkart,Feed,Current affairs,News,Productive,57.4,3,Outdoors,2025-05-05,Morning
4894,U0082,YouTube,DM/Chat,Trending hashtags,Social Media,Distractive,68.6,4,Library,2025-04-06,Late Night
4895,U0481,Amazon,Story,Online sale,Commerce,Distractive,69.4,2,Commute,2025-12-28,Evening
4896,U0376,Slack,Watch,Discount coupons,Commerce,Distractive,55,2,Commute,2025-07-16,Evening
4897,U0016,Coursera,DM/Chat,Football clip,Sports,Distractive,53.9,4,Cafe,2025-04-17,Morning
4898,U0348,Gmail,Notification,Influencer content,Social Media,Distractive,40.2,5,Office,2025-09-29,Morning
4899,U0288,Slack,DM/Chat,DM chat casual,Social Media,Distractive,54.8,4,Library,2025-01-07,Morning
4900,U0175,Slack,Watch,Discount coupons,Commerce,Distractive,37,3,Home,2025-08-19,Evening
4901,U0051,TikTok,Course Page,Online sale,Commerce,Distractive,1.3,3,Library,2025-03-22,Night
4902,U0018,Gmail,Story,Sports news,Sports,Distractive,5.8,4,Home,2025-12-07,Afternoon
4903,U0107,Facebook,Feed,Sports news,Sports,Distractive,23.4,4,Home,2025-08-25,Evening
4904,U0022,Zoom,Course Page,SQL tutorial,Education,Productive,59.7,2,Library,2025-11-11,Afternoon
4905,U0294,Zoom,Feed,Resume building,Business,Productive,41.2,2,Library,2025-11-22,Morning
4906,U0251,Instagram,Reels/Shorts,Live score,Sports,Distractive,7,4,Home,2025-04-11,Night
4907,U0213,TikTok,Watch,Startup news,Business,Productive,55.7,1,Hostel,2025-02-12,Night
4908,U0227,WhatsApp,Feed,Product review,Commerce,Distractive,44.5,3,Library,2025-06-27,Afternoon
4909,U0006,Facebook,Feed,Like notifications,Social Media,Distractive,49.4,5,College,2025-12-17,Afternoon
4910,U0292,WhatsApp,Notification,Exam preparation,Education,Productive,14.1,2,College,2025-06-19,Afternoon
4911,U0108,Google Classroom,Reels/Shorts,Machine Learning,Education,Productive,48.6,2,Hostel,2025-07-13,Evening
4912,U0252,Instagram,Watch,Competitive exam tips,Education,Productive,9.8,2,Library,2025-02-19,Night
4913,U0060,Google Classroom,Explore,Job search,Business,Productive,50.4,1,Cafe,2025-05-24,Night
4914,U0271,TikTok,Feed,SQL tutorial,Education,Productive,26.4,1,Library,2025-09-09,Night
4915,U0413,LinkedIn,Notification,Business news,Business,Productive,8,2,Home,2025-08-24,Afternoon
4916,U0234,Udemy,Notification,Chemistry notes,Education,Productive,43.5,2,College,2025-12-02,Morning
4917,U0323,Zoom,Course Page,Skill development,Education,Productive,38.6,2,Hostel,2025-06-19,Late Night
4918,U0446,Gmail,Feed,DM chat casual,Social Media,Distractive,79.9,5,Library,2025-07-24,Night
4919,U0145,WhatsApp,Feed,Random scrolling,Social Media,Distractive,73.8,5,Library,2025-09-05,Late Night
4920,U0100,Twitter/X,Feed,Product review,Commerce,Distractive,48.9,2,Cafe,2025-06-11,Afternoon
4921,U0013,Zoom,Notification,Comedy videos,Entertainment,Distractive,16.5,4,Outdoors,2025-01-17,Morning
4922,U0223,Flipkart,Story,Project management,Business,Productive,16.5,2,Commute,2025-04-14,Late Night
4923,U0438,Twitter/X,Notification,Reels,Entertainment,Distractive,13.4,5,College,2025-02-23,Night
4924,U0046,YouTube,DM/Chat,Investment tips,Business,Productive,50.7,1,Commute,2025-09-17,Afternoon
4925,U0478,Coursera,DM/Chat,Match highlights,Sports,Distractive,78,3,Home,2025-05-13,Late Night
4926,U0155,WhatsApp,Reels/Shorts,Competitive exam tips,Education,Productive,10.8,2,Commute,2025-09-15,Morning
4927,U0048,TikTok,Story,Prank videos,Entertainment,Distractive,61.6,4,Outdoors,2025-09-05,Afternoon
4928,U0461,LinkedIn,Explore,Email,Communication,Productive,31.5,2,Home,2025-10-17,Late Night
4929,U0171,Telegram,Explore,Colleague message,Communication,Productive,58.5,2,Commute,2025-03-07,Morning
4930,U0480,Twitter/X,Course Page,Project management,Business,Productive,7.8,2,Home,2025-08-20,Morning
4931,U0243,Slack,Explore,Flash deals,Commerce,Distractive,25.4,3,Cafe,2025-02-21,Evening
4932,U0150,Google Classroom,Explore,Political news,News,Productive,33.4,3,Commute,2025-04-09,Night
4933,U0428,Amazon,Course Page,Freelance work,Business,Productive,27.2,1,Hostel,2025-10-03,Late Night
4934,U0372,Flipkart,Reels/Shorts,Cricket update,Sports,Distractive,35.5,2,Hostel,2025-01-18,Afternoon
4935,U0365,Udemy,Feed,Investment tips,Business,Productive,6.9,1,Home,2025-11-11,Evening
4936,U0073,Flipkart,Reels/Shorts,AI fundamentals,Education,Productive,37.6,1,Hostel,2025-12-08,Afternoon
4937,U0215,Google Classroom,Course Page,Current affairs,News,Productive,54.7,3,Office,2025-06-22,Late Night
4938,U0065,Flipkart,DM/Chat,Group chat,Communication,Productive,14.6,2,Cafe,2025-02-16,Night
4939,U0339,Slack,Reels/Shorts,Web development course,Education,Productive,19.9,1,Hostel,2025-07-23,Morning
4940,U0141,YouTube,Story,Current affairs,News,Productive,56.6,3,Library,2025-05-15,Afternoon
4941,U0323,Amazon,Explore,Technology news,News,Productive,32.1,1,Outdoors,2025-08-15,Late Night
4942,U0238,Facebook,Watch,Political news,News,Productive,54.2,2,Cafe,2025-02-18,Night
4943,U0155,Udemy,Watch,Online sale,Commerce,Distractive,22.5,2,Hostel,2025-05-27,Night
4944,U0013,Facebook,Explore,Startup news,Business,Productive,32.2,1,Cafe,2025-09-25,Night
4945,U0179,LinkedIn,Explore,Startup news,Business,Productive,40.6,2,Home,2025-10-12,Evening
4946,U0442,Facebook,Course Page,Memes,Entertainment,Distractive,43.4,5,Library,2025-04-25,Morning
4947,U0137,Facebook,Notification,Freelance work,Business,Productive,54.8,1,Hostel,2025-07-26,Afternoon
4948,U0367,Gmail,Watch,Math tutorial,Education,Productive,16.4,1,Outdoors,2025-08-06,Evening
4949,U0304,TikTok,Explore,Networking,Business,Productive,31.4,2,Commute,2025-02-28,Night
4950,U0323,Flipkart,Reels/Shorts,Business news,Business,Productive,28.2,2,Library,2025-07-10,Afternoon
4951,U0182,Gmail,Feed,Trending challenge,Entertainment,Distractive,64.3,5,Commute,2025-01-04,Morning
4952,U0160,Amazon,Notification,Sports news,Sports,Distractive,86,4,Outdoors,2025-08-01,Night
4953,U0234,LinkedIn,DM/Chat,Football clip,Sports,Distractive,49.6,3,Library,2025-03-02,Afternoon
4954,U0327,Coursera,DM/Chat,Shopping,Commerce,Distractive,32.2,3,Cafe,2025-10-04,Afternoon
4955,U0340,Facebook,Watch,Resume building,Business,Productive,49.7,2,College,2025-07-18,Morning
4956,U0055,Google Classroom,Reels/Shorts,Political news,News,Productive,29.7,1,Commute,2025-06-09,Night
4957,U0443,LinkedIn,Feed,Shorts,Entertainment,Distractive,59.2,4,Cafe,2025-12-11,Night
4958,U0129,WhatsApp,Search,Weather update,News,Productive,49.9,3,Library,2025-06-10,Late Night
4959,U0358,Facebook,Course Page,Gaming,Entertainment,Distractive,43.3,4,Office,2025-08-15,Night
4960,U0349,Slack,Story,Voice message,Communication,Productive,12.5,2,Home,2025-10-30,Morning
4961,U0015,Udemy,Watch,Sports news,Sports,Distractive,2.2,3,Home,2025-12-03,Afternoon
4962,U0384,TikTok,Watch,Networking,Business,Productive,49.9,1,Hostel,2025-06-16,Late Night
4963,U0328,Coursera,Course Page,Celebrity,Entertainment,Distractive,38.4,4,Commute,2025-03-06,Night
4964,U0164,Slack,Feed,DM chat casual,Social Media,Distractive,83.7,4,Library,2025-10-09,Night
4965,U0014,YouTube,Feed,Online sale,Commerce,Distractive,50.3,3,Commute,2025-10-24,Late Night
4966,U0276,Instagram,DM/Chat,Conference call,Communication,Productive,1,1,Commute,2025-04-10,Night
4967,U0006,Slack,Course Page,Market analysis,Business,Productive,38.1,2,Office,2025-01-27,Afternoon
4968,U0448,WhatsApp,Explore,Live score,Sports,Distractive,51.8,2,Office,2025-03-27,Afternoon
4969,U0436,TikTok,Search,Cricket update,Sports,Distractive,11,4,Cafe,2025-02-05,Evening
4970,U0318,Gmail,Feed,Family chat,Communication,Productive,50.5,1,Office,2025-08-21,Afternoon
4971,U0157,Facebook,Notification,LinkedIn post,Business,Productive,25.1,2,Commute,2025-10-03,Afternoon
4972,U0316,Twitter/X,Notification,LinkedIn post,Business,Productive,35.4,2,Outdoors,2025-11-27,Evening
4973,U0186,YouTube,Search,Follower count check,Social Media,Distractive,69.6,4,Library,2025-05-03,Evening
4974,U0418,Slack,DM/Chat,DM chat casual,Social Media,Distractive,24.4,4,Library,2025-11-28,Late Night
4975,U0010,Instagram,Story,Work discussion,Communication,Productive,19.9,1,Outdoors,2025-07-07,Afternoon
4976,U0153,WhatsApp,Watch,Startup news,Business,Productive,43.5,2,Home,2025-12-13,Late Night
4977,U0400,Amazon,Search,Work discussion,Communication,Productive,39.5,2,Office,2025-08-26,Late Night
4978,U0491,Zoom,Notification,Client call,Communication,Productive,5.8,2,College,2025-10-15,Late Night
4979,U0139,Slack,Watch,Project update,Communication,Productive,20.9,1,Cafe,2025-10-02,Night
4980,U0431,Snapchat,Explore,Celebrity,Entertainment,Distractive,17.4,4,Hostel,2025-06-27,Late Night
4981,U0411,Instagram,Feed,Physics lecture,Education,Productive,33.9,1,Home,2025-07-02,Night
4982,U0352,Google Classroom,DM/Chat,Exam preparation,Education,Productive,57.9,2,Commute,2025-08-17,Evening
4983,U0257,Amazon,Story,Investment tips,Business,Productive,59.7,1,Commute,2025-11-22,Night
4984,U0057,Telegram,Feed,Competitive exam tips,Education,Productive,1.1,2,Commute,2025-12-22,Late Night
4985,U0402,Facebook,Watch,Job search,Business,Productive,42.5,2,Cafe,2025-11-14,Evening
4986,U0463,Facebook,Story,Live score,Sports,Distractive,11.3,2,Home,2025-07-21,Night
4987,U0460,Telegram,Feed,Resume building,Business,Productive,37.7,2,Commute,2025-08-31,Night
4988,U0109,Udemy,Watch,Resume building,Business,Productive,28,2,Library,2025-01-28,Late Night
4989,U0128,Instagram,Reels/Shorts,DM chat casual,Social Media,Distractive,77.4,4,Home,2025-01-19,Night
4990,U0348,WhatsApp,Notification,Funny compilation,Entertainment,Distractive,2.3,5,Cafe,2025-03-10,Morning
4991,U0128,Instagram,Story,Networking,Business,Productive,47.1,1,Outdoors,2025-06-26,Night
4992,U0185,Snapchat,Notification,World news,News,Productive,51.1,2,Hostel,2025-06-26,Night
4993,U0185,Amazon,Notification,Follower count check,Social Media,Distractive,37.8,4,Commute,2025-07-16,Late Night
4994,U0159,Zoom,Notification,Web development course,Education,Productive,29.1,2,Office,2025-12-03,Night
4995,U0208,YouTube,Feed,Live score,Sports,Distractive,5.8,2,Commute,2025-06-30,Evening
4996,U0136,Coursera,Watch,Trending challenge,Entertainment,Distractive,40.6,4,Commute,2025-03-11,Late Night
4997,U0169,Instagram,Watch,Dance videos,Entertainment,Distractive,73.8,5,Cafe,2025-07-10,Morning
4998,U0437,Udemy,Feed,Online sale,Commerce,Distractive,39,2,Commute,2025-11-29,Morning
4999,U0179,TikTok,Reels/Shorts,Conference call,Communication,Productive,12.7,1,Outdoors,2025-07-06,Late Night
5000,U0148,Snapchat,Notification,Random scrolling,Social Media,Distractive,84.6,4,Library,2025-05-07,Afternoon
5001,U0227,Gmail,Reels/Shorts,Family chat,Communication,Productive,5.8,2,Home,2025-02-25,Night
5002,U0170,TikTok,Feed,Sports news,Sports,Distractive,74.9,2,Home,2025-10-31,Late Night
5003,U0310,Zoom,DM/Chat,Client proposal,Business,Productive,41.4,1,Cafe,2025-08-29,Evening
5004,U0042,Udemy,Explore,Local news,News,Productive,42.1,2,Library,2025-09-16,Night
5005,U0269,Slack,Course Page,Wishlist browsing,Commerce,Distractive,72.7,2,Hostel,2025-06-07,Evening
5006,U0084,Twitter/X,Reels/Shorts,Competitive exam tips,Education,Productive,47.6,2,Hostel,2025-11-21,Evening
5007,U0011,Instagram,Story,Project update,Communication,Productive,12.4,1,College,2025-03-10,Night
5008,U0189,Google Classroom,Feed,Follower count check,Social Media,Distractive,13.5,5,Cafe,2025-06-22,Late Night
5009,U0213,Amazon,Story,Cricket update,Sports,Distractive,51.3,4,College,2025-11-24,Afternoon
5010,U0356,Udemy,Notification,Team meeting,Communication,Productive,15.3,1,Library,2025-02-25,Late Night
5011,U0299,Google Classroom,Reels/Shorts,Political news,News,Productive,11.1,3,Library,2025-05-14,Evening
5012,U0164,Flipkart,Notification,Job search,Business,Productive,4.3,1,Office,2025-05-28,Evening
5013,U0171,TikTok,Search,Live score,Sports,Distractive,73.2,2,Outdoors,2025-05-19,Afternoon
5014,U0079,Slack,Explore,Client call,Communication,Productive,12.9,1,Outdoors,2025-12-25,Morning
5015,U0002,Zoom,Feed,Current affairs,News,Productive,8.7,2,College,2025-01-23,Night
5016,U0002,Google Classroom,Watch,Cricket update,Sports,Distractive,19.5,2,Cafe,2025-12-15,Night
5017,U0364,Twitter/X,DM/Chat,Investment tips,Business,Productive,43.7,2,Hostel,2025-05-23,Morning
5018,U0185,Udemy,Feed,Wishlist browsing,Commerce,Distractive,73.2,2,Commute,2025-03-19,Morning
5019,U0473,Flipkart,Reels/Shorts,Client call,Communication,Productive,29,1,Library,2025-12-09,Night
5020,U0421,Google Classroom,Notification,Endless scrolling,Social Media,Distractive,33.4,5,Hostel,2025-01-27,Afternoon
5021,U0475,Udemy,Search,Political news,News,Productive,52.8,2,Cafe,2025-01-19,Evening
5022,U0003,TikTok,Reels/Shorts,Trending hashtags,Social Media,Distractive,86.5,4,Library,2025-11-10,Morning
5023,U0027,Udemy,Story,Gossip,Entertainment,Distractive,76.3,4,Office,2025-04-11,Evening
5024,U0188,Telegram,Notification,Live score,Sports,Distractive,71.7,3,Library,2025-04-23,Evening
5025,U0285,Slack,Story,Like notifications,Social Media,Distractive,53.5,4,College,2025-09-27,Afternoon
5026,U0367,Google Classroom,Notification,Comedy videos,Entertainment,Distractive,71.3,5,Home,2025-01-23,Evening
5027,U0001,Twitter/X,Notification,DM chat casual,Social Media,Distractive,1.3,4,Office,2025-07-27,Night
5028,U0233,Zoom,Course Page,Gaming,Entertainment,Distractive,79.7,5,Commute,2025-01-14,Morning
5029,U0392,Telegram,Explore,Endless scrolling,Social Media,Distractive,31.9,5,Commute,2025-09-22,Late Night
5030,U0087,TikTok,Course Page,SQL tutorial,Education,Productive,52.1,2,Office,2025-03-25,Afternoon
5031,U0294,Zoom,DM/Chat,Movie clips,Entertainment,Distractive,2.6,4,Hostel,2025-05-03,Morning
5032,U0175,Udemy,Reels/Shorts,Video call,Communication,Productive,44.6,2,Library,2025-07-15,Afternoon
5033,U0056,Google Classroom,Search,Colleague message,Communication,Productive,50.2,1,Office,2025-10-08,Night
5034,U0367,Snapchat,Notification,Networking,Business,Productive,25.3,1,College,2025-05-19,Morning
5035,U0088,Amazon,Watch,Investment tips,Business,Productive,9,2,Cafe,2025-11-01,Afternoon
5036,U0050,Facebook,DM/Chat,Prank videos,Entertainment,Distractive,62.5,4,Home,2025-01-08,Morning
5037,U0171,Slack,Search,Breaking news,News,Productive,33.1,2,Office,2025-05-16,Afternoon
5038,U0499,LinkedIn,DM/Chat,Interview preparation,Education,Productive,20.8,2,Office,2025-11-06,Evening
5039,U0410,Telegram,Search,Shopping,Commerce,Distractive,53.4,3,Cafe,2025-07-28,Night
5040,U0036,Gmail,Course Page,Product review,Commerce,Distractive,52.6,2,Commute,2025-04-21,Night
5041,U0459,Instagram,Course Page,Gaming,Entertainment,Distractive,4.5,4,Home,2025-07-20,Afternoon
5042,U0241,Facebook,Course Page,Technology news,News,Productive,57,1,College,2025-06-21,Night
5043,U0416,Udemy,DM/Chat,Project management,Business,Productive,26.3,1,Office,2025-05-30,Evening
5044,U0100,Twitter/X,Notification,Cricket update,Sports,Distractive,65.6,3,Office,2025-12-20,Evening
5045,U0485,Telegram,Search,Business news,Business,Productive,36,2,Office,2025-04-06,Afternoon
5046,U0112,WhatsApp,DM/Chat,Breaking news,News,Productive,30.5,3,Commute,2025-04-01,Afternoon
5047,U0143,Facebook,Course Page,Endless scrolling,Social Media,Distractive,61.7,5,Cafe,2025-01-22,Morning
5048,U0129,Google Classroom,Story,Reels,Entertainment,Distractive,83.3,4,Office,2025-10-30,Afternoon
5049,U0464,Instagram,Notification,Like notifications,Social Media,Distractive,60.2,5,Library,2025-10-22,Afternoon
5050,U0143,Telegram,Search,Endless scrolling,Social Media,Distractive,62.8,5,Library,2025-04-11,Night
5051,U0229,Amazon,Notification,Voice message,Communication,Productive,49.3,1,Library,2025-04-17,Late Night
5052,U0247,Amazon,DM/Chat,Influencer content,Social Media,Distractive,68.9,4,Cafe,2025-06-24,Late Night
5053,U0094,Slack,Search,Follower count check,Social Media,Distractive,31.7,4,Outdoors,2025-03-08,Afternoon
5054,U0309,Udemy,Feed,Current affairs,News,Productive,34,1,College,2025-10-13,Night
5055,U0051,Gmail,Watch,Dance videos,Entertainment,Distractive,42.5,5,Commute,2025-03-28,Late Night
5056,U0341,TikTok,Story,Prank videos,Entertainment,Distractive,4.7,5,Hostel,2025-10-20,Afternoon
5057,U0457,Snapchat,Story,Client proposal,Business,Productive,49.3,1,Commute,2025-11-22,Evening
5058,U0037,Flipkart,Story,Group chat,Communication,Productive,44.6,1,Office,2025-12-01,Evening
5059,U0424,Gmail,Explore,Project management,Business,Productive,53.9,2,Home,2025-11-28,Late Night
5060,U0421,TikTok,Watch,Celebrity,Entertainment,Distractive,44.1,5,Library,2025-04-13,Night
5061,U0164,Amazon,DM/Chat,Movie clips,Entertainment,Distractive,88.1,5,Office,2025-01-13,Night
5062,U0357,Telegram,Reels/Shorts,Prank videos,Entertainment,Distractive,27.2,4,Library,2025-06-02,Morning
5063,U0023,Flipkart,Search,Technology news,News,Productive,53.5,1,Cafe,2025-04-08,Morning
5064,U0383,Coursera,Feed,Voice message,Communication,Productive,37.5,2,Commute,2025-05-04,Morning
5065,U0282,Snapchat,Explore,Networking,Business,Productive,17.3,2,Outdoors,2025-05-25,Night
5066,U0322,Gmail,Explore,Live score,Sports,Distractive,26.9,3,Office,2025-09-17,Night
5067,U0056,Instagram,Course Page,Current affairs,News,Productive,31.9,2,Home,2025-02-05,Morning
5068,U0058,Slack,Feed,Resume building,Business,Productive,22.9,2,Cafe,2025-03-07,Morning
5069,U0225,Instagram,Feed,Sports news,Sports,Distractive,25.9,4,College,2025-01-28,Morning
5070,U0292,WhatsApp,Watch,LinkedIn post,Business,Productive,55.1,1,Office,2025-01-16,Evening
5071,U0038,Telegram,Watch,Current affairs,News,Productive,4.3,3,Cafe,2025-02-13,Afternoon
5072,U0112,Zoom,DM/Chat,AI fundamentals,Education,Productive,5.4,1,Commute,2025-07-09,Morning
5073,U0495,Amazon,Feed,Voice message,Communication,Productive,23.8,2,Home,2025-08-09,Night
5074,U0207,LinkedIn,Watch,Influencer content,Social Media,Distractive,47.5,5,Commute,2025-02-06,Evening
5075,U0351,LinkedIn,Watch,Interview preparation,Education,Productive,43.4,2,Outdoors,2025-08-31,Morning
5076,U0061,Coursera,Notification,Business news,Business,Productive,23.9,2,College,2025-06-21,Morning
5077,U0135,Udemy,Reels/Shorts,Work discussion,Communication,Productive,16.1,1,Commute,2025-11-12,Afternoon
5078,U0489,LinkedIn,Explore,Video call,Communication,Productive,57.8,2,Home,2025-11-20,Evening
5079,U0256,Flipkart,DM/Chat,Match highlights,Sports,Distractive,11.8,3,Home,2025-09-12,Afternoon
5080,U0165,Instagram,Course Page,Email,Communication,Productive,9.6,1,Home,2025-10-07,Evening
5081,U0346,Slack,Explore,Resume building,Business,Productive,43.4,1,Home,2025-11-09,Night
5082,U0295,Coursera,Explore,Freelance work,Business,Productive,3.3,1,Home,2025-10-26,Late Night
5083,U0350,LinkedIn,Watch,World news,News,Productive,46.6,1,Home,2025-11-01,Late Night
5084,U0230,LinkedIn,Search,Email,Communication,Productive,40,2,Office,2025-09-22,Late Night
5085,U0153,Zoom,Search,Reels,Entertainment,Distractive,72.2,5,Cafe,2025-11-22,Afternoon
5086,U0273,TikTok,Explore,Endless scrolling,Social Media,Distractive,24.2,4,Office,2025-09-03,Afternoon
5087,U0036,Telegram,Watch,Wishlist browsing,Commerce,Distractive,49.8,3,College,2025-01-20,Evening
5088,U0253,Gmail,Search,Startup news,Business,Productive,49.3,1,Library,2025-01-10,Night
5089,U0035,Slack,DM/Chat,Cricket update,Sports,Distractive,60,4,Outdoors,2025-08-23,Late Night
5090,U0406,Slack,Search,Physics lecture,Education,Productive,15.8,1,Home,2025-09-15,Late Night
5091,U0296,WhatsApp,DM/Chat,Local news,News,Productive,12.3,2,College,2025-07-01,Night
5092,U0009,Coursera,Explore,Stock market,Business,Productive,23.7,1,Hostel,2025-11-26,Afternoon
5093,U0030,Amazon,Reels/Shorts,Project update,Communication,Productive,41.1,1,Hostel,2025-11-26,Night
5094,U0001,LinkedIn,Reels/Shorts,Flash deals,Commerce,Distractive,76.7,3,Home,2025-10-11,Evening
5095,U0011,Snapchat,Course Page,Weather update,News,Productive,24.1,1,Outdoors,2025-04-21,Night
5096,U0330,Twitter/X,Story,Online sale,Commerce,Distractive,4.9,2,Hostel,2025-12-26,Night
5097,U0174,Amazon,Story,Cricket update,Sports,Distractive,2.8,2,Home,2025-11-29,Morning
5098,U0355,Twitter/X,Feed,Excel tutorial,Education,Productive,25.5,1,Office,2025-07-04,Morning
5099,U0384,Telegram,Watch,Skill development,Education,Productive,19.4,2,College,2025-10-27,Late Night
5100,U0007,Zoom,DM/Chat,Reels,Entertainment,Distractive,38.2,4,Hostel,2025-01-25,Evening
5101,U0057,Gmail,Explore,Startup news,Business,Productive,6.4,1,College,2025-11-19,Late Night
5102,U0429,Udemy,Notification,Comedy videos,Entertainment,Distractive,24.5,5,Home,2025-05-02,Afternoon
5103,U0171,Zoom,Reels/Shorts,Project update,Communication,Productive,58.5,2,Outdoors,2025-08-11,Night
5104,U0378,Zoom,DM/Chat,Endless scrolling,Social Media,Distractive,74.5,4,Commute,2025-11-25,Afternoon
5105,U0127,Flipkart,Search,Voice message,Communication,Productive,53.7,2,Commute,2025-01-27,Late Night
5106,U0227,YouTube,DM/Chat,Shopping,Commerce,Distractive,38.8,2,Cafe,2025-10-12,Night
5107,U0128,Flipkart,DM/Chat,Like notifications,Social Media,Distractive,69.7,5,Commute,2025-02-08,Evening
5108,U0235,Twitter/X,Search,TV show clip,Entertainment,Distractive,45.2,5,College,2025-03-29,Morning
5109,U0128,Udemy,Notification,Python tutorial,Education,Productive,6.3,1,Home,2025-03-01,Morning
5110,U0351,Coursera,Watch,Stock market,Business,Productive,54.5,1,Hostel,2025-01-05,Late Night
5111,U0205,Flipkart,Course Page,Interview preparation,Education,Productive,42.6,2,Commute,2025-02-28,Night
5112,U0144,Udemy,Explore,Family chat,Communication,Productive,16.4,1,Cafe,2025-11-03,Morning
5113,U0065,Google Classroom,Explore,World news,News,Productive,43.3,3,Hostel,2025-11-28,Afternoon
5114,U0087,Facebook,Explore,Client proposal,Business,Productive,7.2,2,Commute,2025-05-18,Morning
5115,U0300,Slack,Watch,Shopping,Commerce,Distractive,76.8,2,Hostel,2025-07-02,Evening
5116,U0295,TikTok,Notification,Business news,Business,Productive,30.9,2,Hostel,2025-05-09,Late Night
5117,U0091,Gmail,Watch,World news,News,Productive,21.8,1,College,2025-09-30,Morning
5118,U0115,Gmail,Explore,Weather update,News,Productive,6,2,Cafe,2025-06-05,Evening
5119,U0263,Gmail,DM/Chat,Local news,News,Productive,23.3,3,Home,2025-11-14,Morning
5120,U0054,Coursera,Course Page,DM chat casual,Social Media,Distractive,54.7,5,Outdoors,2025-07-20,Afternoon
5121,U0329,Snapchat,Feed,Local news,News,Productive,1.8,2,Cafe,2025-10-31,Afternoon
5122,U0405,Snapchat,DM/Chat,Football clip,Sports,Distractive,27.3,3,College,2025-06-12,Morning
5123,U0011,Udemy,Explore,Business news,Business,Productive,44.4,2,Hostel,2025-01-23,Morning
5124,U0067,Slack,Course Page,Fashion trends,Commerce,Distractive,45.7,3,Office,2025-12-28,Evening
5125,U0322,Facebook,DM/Chat,Like notifications,Social Media,Distractive,50.6,5,Commute,2025-05-09,Morning
5126,U0453,Instagram,DM/Chat,Dance videos,Entertainment,Distractive,79.4,5,Hostel,2025-04-10,Late Night
5127,U0132,TikTok,Explore,Local news,News,Productive,36.6,2,Home,2025-09-25,Morning
5128,U0364,Facebook,Explore,Web series clip,Entertainment,Distractive,71.6,4,Library,2025-04-04,Late Night
5129,U0409,Flipkart,DM/Chat,World news,News,Productive,2.3,1,Home,2025-08-27,Late Night
5130,U0184,Google Classroom,Notification,Family chat,Communication,Productive,42.1,1,Hostel,2025-01-12,Morning
5131,U0271,Coursera,Watch,Chemistry notes,Education,Productive,48.8,1,College,2025-04-02,Late Night
5132,U0287,Flipkart,Watch,Startup news,Business,Productive,45.5,2,Library,2025-04-13,Night
5133,U0114,Google Classroom,Search,Client call,Communication,Productive,53.1,2,Home,2025-08-23,Evening
5134,U0220,Flipkart,Feed,Stock market,Business,Productive,39.4,1,Home,2025-08-15,Late Night
5135,U0248,Amazon,Feed,Cricket update,Sports,Distractive,4.1,3,Commute,2025-04-08,Evening
5136,U0035,Coursera,Explore,Wishlist browsing,Commerce,Distractive,77.4,2,Library,2025-04-22,Night
5137,U0377,Udemy,Watch,Movie clips,Entertainment,Distractive,8.5,5,Commute,2025-02-17,Night
5138,U0261,Amazon,Explore,Breaking news,News,Productive,25.5,3,College,2025-11-25,Evening
5139,U0271,Coursera,Explore,LinkedIn post,Business,Productive,18.8,2,Commute,2025-02-08,Night
5140,U0134,Flipkart,Course Page,LinkedIn post,Business,Productive,29,2,Home,2025-07-18,Morning
5141,U0460,Udemy,Watch,Shopping,Commerce,Distractive,69.2,2,Hostel,2025-06-06,Morning
5142,U0475,Amazon,Explore,Machine Learning,Education,Productive,40.9,1,Library,2025-12-13,Evening
5143,U0196,Gmail,Notification,Discount coupons,Commerce,Distractive,23.2,2,Outdoors,2025-09-02,Night
5144,U0177,Facebook,DM/Chat,Random scrolling,Social Media,Distractive,27.5,4,Outdoors,2025-03-04,Evening
5145,U0409,Zoom,Feed,Team meeting,Communication,Productive,47,2,Office,2025-08-03,Evening
5146,U0190,Coursera,Explore,Product review,Commerce,Distractive,43.6,2,Hostel,2025-04-02,Night
5147,U0185,Instagram,DM/Chat,Trending challenge,Entertainment,Distractive,70.3,5,Library,2025-11-06,Night
5148,U0439,TikTok,Watch,Follower count check,Social Media,Distractive,56.9,4,Office,2025-04-03,Morning
